stage,iteration,temperature,current_cost,new_cost,best_cost,current_distance,best_distance,accepted,reward,rem_idx,ins_idx,noise_idx,q_removed,unassigned,is_unvisited
stage1,52,215.5923733158739,3067.2448181767422,3055.0595800315023,2994.0896403419306,3055.0595800315023,2994.0896403419306,1,0.0035754284319681057,1,0,0,7,0,1
stage1,53,215.59021739214077,3055.0595800315023,3055.0595800315023,2994.0896403419306,3055.0595800315023,2994.0896403419306,1,0.0,2,0,0,6,0,0
stage1,54,215.58806148996686,3055.0595800315023,3055.0595800315023,2994.0896403419306,3055.0595800315023,2994.0896403419306,1,0.0,2,0,0,7,0,0
stage1,55,215.58590560935198,3055.0595800315023,3064.740625743917,2994.0896403419306,3064.740625743917,2994.0896403419306,1,-0.002851970939657886,0,0,1,6,0,1
stage1,56,215.5837497502959,3064.740625743917,3054.7948169863143,2994.0896403419306,3054.7948169863143,2994.0896403419306,1,0.0029207130308685184,0,0,0,12,0,1
stage1,57,215.5815939127984,3054.7948169863143,3097.743423703543,2994.0896403419306,3054.7948169863143,2994.0896403419306,0,-0.012653467208524172,2,0,0,10,0,1
stage1,58,215.5794380968593,3054.7948169863143,3047.8380096390124,2994.0896403419306,3047.8380096390124,2994.0896403419306,1,0.002049606270691732,1,0,0,9,0,1
stage1,59,215.57728230247832,3047.8380096390124,3163.073629287153,2994.0896403419306,3047.8380096390124,2994.0896403419306,0,-0.03402807411526776,1,0,1,11,0,1
stage1,60,215.5751265296553,3047.8380096390124,3039.777084939313,2994.0896403419306,3039.777084939313,2994.0896403419306,1,0.002380320806678476,0,0,0,10,0,1
stage1,61,215.57297077839002,3039.777084939313,3034.524058283919,2994.0896403419306,3034.524058283919,2994.0896403419306,1,0.001555286410072075,2,0,1,12,0,1
stage1,62,215.57081504868225,3034.524058283919,3034.524058283919,2994.0896403419306,3034.524058283919,2994.0896403419306,1,0.0,0,0,0,8,0,0
stage1,63,215.56865934053178,3034.524058283919,3029.930439845867,2994.0896403419306,3029.930439845867,2994.0896403419306,1,0.0013624069260419313,1,0,0,10,0,1
stage1,64,215.56650365393838,3029.930439845867,3033.4877450148742,2994.0896403419306,3033.4877450148742,2994.0896403419306,1,-0.001056649555383613,2,0,1,12,0,1
stage1,65,215.56434798890186,3033.4877450148742,3139.2852477827014,2994.0896403419306,3033.4877450148742,2994.0896403419306,0,-0.0313888700053336,1,0,1,5,0,1
stage1,66,215.56219234542198,3033.4877450148742,3032.7965615156936,2994.0896403419306,3032.7965615156936,2994.0896403419306,1,0.00020506598396015995,0,0,0,9,0,1
stage1,67,215.56003672349854,3032.7965615156936,3030.8302255939166,2994.0896403419306,3030.8302255939166,2994.0896403419306,1,0.0005835216090837626,0,0,1,6,0,1
stage1,68,215.55788112313132,3030.8302255939166,3066.934977510241,2994.0896403419306,3066.934977510241,2994.0896403419306,1,-0.010721246096298397,0,0,0,11,0,1
stage1,69,215.5557255443201,3066.934977510241,3158.871878471167,2994.0896403419306,3066.934977510241,2994.0896403419306,0,-0.026979121328488287,2,0,1,6,0,1
stage1,70,215.55356998706466,3066.934977510241,3070.0060453221067,2994.0896403419306,3070.0060453221067,2994.0896403419306,1,-0.0009012127909288075,2,0,0,10,0,1
stage1,71,215.5514144513648,3070.0060453221067,3011.61214117728,2994.0896403419306,3011.61214117728,2994.0896403419306,1,0.017118700404653398,2,0,1,10,0,1
stage1,72,215.5492589372203,3011.61214117728,3106.160252939196,2994.0896403419306,3106.160252939196,2994.0896403419306,1,-0.028255066255796244,0,0,0,11,0,1
stage1,73,215.54710344463092,3106.160252939196,3225.3106627520287,2994.0896403419306,3225.3106627520287,2994.0896403419306,1,-0.03452345020836517,1,0,1,6,0,1
stage1,74,215.5449479735965,3225.3106627520287,3230.432144053119,2994.0896403419306,3230.432144053119,2994.0896403419306,1,-0.0014291129298683414,2,0,1,8,0,1
stage1,75,215.54279252411678,3230.432144053119,3230.432144053119,2994.0896403419306,3230.432144053119,2994.0896403419306,1,0.0,0,0,0,8,0,0
stage1,76,215.54063709619155,3230.432144053119,3225.1281173228135,2994.0896403419306,3225.1281173228135,2994.0896403419306,1,0.001477704481755665,0,0,0,7,0,1
stage1,77,215.5384816898206,3225.1281173228135,3225.1281173228135,2994.0896403419306,3225.1281173228135,2994.0896403419306,1,0.0,0,0,0,8,0,0
stage1,78,215.5363263050037,3225.1281173228135,3230.861524679107,2994.0896403419306,3230.861524679107,2994.0896403419306,1,-0.0015999570971919723,0,0,1,4,0,1
stage1,79,215.53417094174068,3230.861524679107,3226.124307402664,2994.0896403419306,3226.124307402664,2994.0896403419306,1,0.001319615686476136,1,0,0,4,0,1
stage1,80,215.5320156000313,3226.124307402664,3242.4376695582087,2994.0896403419306,3242.4376695582087,2994.0896403419306,1,-0.004550979609279463,0,0,1,11,0,1
stage1,81,215.5298602798753,3242.4376695582087,3242.6884406188688,2994.0896403419306,3242.6884406188688,2994.0896403419306,1,-6.960625849897708e-05,0,0,1,8,0,1
stage1,82,215.5277049812725,3242.6884406188688,3236.826726038446,2994.0896403419306,3236.826726038446,2994.0896403419306,1,0.0016269041010223268,2,0,1,7,0,1
stage1,83,215.5255497042227,3236.826726038446,3232.8529556329845,2994.0896403419306,3232.8529556329845,2994.0896403419306,1,0.001104907264928711,2,0,0,5,0,1
stage1,84,215.52339444872567,3232.8529556329845,3244.604976830343,2994.0896403419306,3244.604976830343,2994.0896403419306,1,-0.0032716672310113067,2,0,1,4,0,1
stage1,85,215.5212392147812,3244.604976830343,3246.248685660596,2994.0896403419306,3246.248685660596,2994.0896403419306,1,-0.00045593776678264916,1,0,1,4,0,1
stage1,86,215.51908400238906,3246.248685660596,103163.82552423974,2994.0896403419306,3246.248685660596,2994.0896403419306,0,-6.139058571873001,2,0,0,12,0,1
stage1,87,215.51692881154906,3246.248685660596,3044.575560448643,2994.0896403419306,3044.575560448643,2994.0896403419306,1,0.05591247937735311,2,0,0,12,0,1
stage1,88,215.51477364226096,3044.575560448643,3045.2561482204032,2994.0896403419306,3045.2561482204032,2994.0896403419306,1,-0.00020118699057477827,2,0,1,6,0,1
stage1,89,215.51261849452456,3045.2561482204032,3030.3460342061203,2994.0896403419306,3030.3460342061203,2994.0896403419306,1,0.004406559566654699,2,0,1,10,0,1
stage1,90,215.51046336833963,3030.3460342061203,3032.8361138419746,2994.0896403419306,3032.8361138419746,2994.0896403419306,1,-0.0007395431567787778,2,0,0,5,0,1
stage1,91,215.50830826370594,3032.8361138419746,3370.653010230386,2994.0896403419306,3032.8361138419746,2994.0896403419306,0,-0.10024781931405474,0,0,1,12,0,1
stage1,92,215.5061531806233,3032.8361138419746,3032.8361138419746,2994.0896403419306,3032.8361138419746,2994.0896403419306,1,0.0,0,0,1,4,0,0
stage1,93,215.5039981190915,3032.8361138419746,2993.5636271496123,2993.5636271496123,2993.5636271496123,2993.5636271496123,1,0.01165418660830668,1,0,0,4,0,1
stage1,94,215.50184307911033,2993.5636271496123,2990.1117529679163,2990.1117529679163,2990.1117529679163,2990.1117529679163,1,0.0010377887863651277,1,0,1,10,0,1
stage1,95,215.49968806067955,2990.1117529679163,2991.704112115163,2990.1117529679163,2991.704112115163,2990.1117529679163,1,-0.0004792875152908123,1,0,1,6,0,1
stage1,96,215.49753306379895,2991.704112115163,2992.2341061236966,2990.1117529679163,2992.2341061236966,2990.1117529679163,1,-0.0001594390988563235,1,0,1,5,0,1
stage1,97,215.49537808846833,2992.2341061236966,2992.2341061236966,2990.1117529679163,2992.2341061236966,2990.1117529679163,1,0.0,0,0,0,5,0,0
stage1,98,215.49322313468744,2992.2341061236966,2995.4170821846205,2990.1117529679163,2995.4170821846205,2990.1117529679163,1,-0.0009573710990623621,1,0,1,9,0,1
stage1,99,215.4910682024561,2995.4170821846205,2994.7184192648124,2990.1117529679163,2994.7184192648124,2990.1117529679163,1,0.0002099195573020993,1,0,1,6,0,1
stage1,100,215.48891329177408,2994.7184192648124,3051.4988995749454,2990.1117529679163,3051.4988995749454,2990.1117529679163,1,-0.01706418605181088,2,0,1,8,0,1
stage1,101,215.4867584026412,3051.4988995749454,3051.4988995749454,2990.1117529679163,3051.4988995749454,2990.1117529679163,1,0.0,1,0,0,5,0,0
stage1,102,215.48460353505718,3051.4988995749454,3050.225568526342,2990.1117529679163,3050.225568526342,2990.1117529679163,1,0.00037555246829765247,2,0,1,7,0,1
stage1,103,215.48244868902182,3050.225568526342,3044.5407625751227,2990.1117529679163,3044.5407625751227,2990.1117529679163,1,0.0016773596709994689,2,0,0,10,0,1
stage1,104,215.48029386453493,3044.5407625751227,3371.6475123548016,2990.1117529679163,3044.5407625751227,2990.1117529679163,0,-0.09669638141179163,1,0,1,7,0,1
stage1,105,215.4781390615963,3044.5407625751227,3048.3753124246027,2990.1117529679163,3048.3753124246027,2990.1117529679163,1,-0.0011335354438194584,1,0,1,6,0,1
stage1,106,215.4759842802057,3048.3753124246027,3043.5982349828637,2990.1117529679163,3043.5982349828637,2990.1117529679163,1,0.0014103806969049102,2,0,0,5,0,1
stage1,107,215.4738295203629,3043.5982349828637,3041.8495342091865,2990.1117529679163,3041.8495342091865,2990.1117529679163,1,0.0005170954162806466,0,0,0,10,0,1
stage1,108,215.4716747820677,3041.8495342091865,3200.687046130592,2990.1117529679163,3041.8495342091865,2990.1117529679163,0,-0.0469956712590749,0,0,1,7,0,1
stage1,109,215.4695200653199,3041.8495342091865,3047.798667456203,2990.1117529679163,3041.8495342091865,2990.1117529679163,0,-0.0017601856574759485,0,0,1,7,0,1
stage1,110,215.46736537011927,3041.8495342091865,3046.7094499342174,2990.1117529679163,3046.7094499342174,2990.1117529679163,1,-0.0014379160123924445,1,0,1,9,0,1
stage1,111,215.4652106964656,3046.7094499342174,3050.4434862375497,2990.1117529679163,3050.4434862375497,2990.1117529679163,1,-0.0011030368101137998,0,0,1,10,0,1
stage1,112,215.46305604435864,3050.4434862375497,3048.8867580923798,2990.1117529679163,3048.8867580923798,2990.1117529679163,1,0.0004592956194645033,2,0,1,6,0,1
stage1,113,215.4609014137982,3048.8867580923798,3032.8151848107323,2990.1117529679163,3032.8151848107323,2990.1117529679163,1,0.004744163067090364,2,0,1,11,0,1
stage1,114,215.45874680478408,3032.8151848107323,3029.744525872689,2990.1117529679163,3029.744525872689,2990.1117529679163,1,0.0009112302846807027,1,0,0,9,0,1
stage1,115,215.45659221731606,3029.744525872689,2991.9725399361755,2990.1117529679163,2991.9725399361755,2990.1117529679163,1,0.011220347805751103,2,0,0,6,0,1
stage1,116,215.4544376513939,2991.9725399361755,3026.2483673145275,2990.1117529679163,3026.2483673145275,2990.1117529679163,1,-0.010310336819192484,0,0,1,8,0,1
stage1,117,215.4522831070174,3026.2483673145275,3026.2483673145275,2990.1117529679163,3026.2483673145275,2990.1117529679163,1,0.0,1,0,0,4,0,0
stage1,118,215.45012858418633,3026.2483673145275,3019.386104500519,2990.1117529679163,3019.386104500519,2990.1117529679163,1,0.002040822755763454,2,0,0,8,0,1
stage1,119,215.4479740829005,3019.386104500519,3024.805493073673,2990.1117529679163,3024.805493073673,2990.1117529679163,1,-0.0016153779434065717,1,0,1,7,0,1
stage1,120,215.44581960315966,3024.805493073673,2997.640093067124,2990.1117529679163,2997.640093067124,2990.1117529679163,1,0.008082787492246444,2,0,1,9,0,1
stage1,1,209.99301783071883,22911.12136493274,3056.6965082145707,3056.6965082145707,3056.6965082145707,3056.6965082145707,1,0.14021709441754918,0,0,0,6,0,1
stage1,2,209.99091790054052,3056.6965082145707,103051.25488425748,3056.6965082145707,3056.6965082145707,3056.6965082145707,0,-6.542361541038685,1,0,0,12,0,1
stage1,3,209.98881799136151,3056.6965082145707,3056.6965082145707,3056.6965082145707,3056.6965082145707,3056.6965082145707,1,0.0,2,0,0,11,0,0
stage1,4,209.9867181031816,3056.6965082145707,3055.3810283336666,3055.3810283336666,3055.3810283336666,3055.3810283336666,1,0.00038732399164654853,1,0,0,6,0,1
stage1,5,209.98461823600059,3055.3810283336666,3055.3810283336666,3055.3810283336666,3055.3810283336666,3055.3810283336666,1,0.0,2,0,1,6,0,0
stage1,6,209.98251838981824,3055.3810283336666,3055.3810283336666,3055.3810283336666,3055.3810283336666,3055.3810283336666,1,0.0,1,0,0,12,0,0
stage1,7,209.98041856463436,3055.3810283336666,3053.7373195034133,3053.7373195034133,3053.7373195034133,3053.7373195034133,1,0.00048417461963318274,1,0,0,4,0,1
stage1,8,209.97831876044873,3053.7373195034133,3053.7373195034133,3053.7373195034133,3053.7373195034133,3053.7373195034133,1,0.0,1,0,1,6,0,0
stage1,9,209.97621897726114,3053.7373195034133,3050.055481855265,3050.055481855265,3050.055481855265,3050.055481855265,1,0.0010851142507150306,0,0,1,8,0,1
stage1,10,209.97411921507137,3050.055481855265,103054.90592979653,3050.055481855265,3050.055481855265,3050.055481855265,0,-6.559641402235045,1,0,1,4,0,1
stage1,11,209.97201947387921,3050.055481855265,3050.055481855265,3050.055481855265,3050.055481855265,3050.055481855265,1,0.0,0,0,0,5,0,0
stage1,12,209.96991975368448,3050.055481855265,3042.0453535860693,3042.0453535860693,3042.0453535860693,3042.0453535860693,1,0.002363601411568779,2,0,0,11,0,1
stage1,13,209.96782005448696,3042.0453535860693,3043.563098656496,3042.0453535860693,3043.563098656496,3042.0453535860693,1,-0.0004490303084317563,1,0,1,7,0,1
stage1,14,209.96572037628644,3043.563098656496,3096.151016672931,3042.0453535860693,3096.151016672931,3042.0453535860693,1,-0.015550565137185267,2,0,1,11,0,1
stage1,15,209.96362071908268,3096.151016672931,3191.7208585299873,3042.0453535860693,3096.151016672931,3042.0453535860693,0,-0.02778057569161425,2,0,1,11,0,1
stage1,16,209.9615210828755,3096.151016672931,3099.0512464492663,3042.0453535860693,3099.0512464492663,3042.0453535860693,1,-0.0008430489290237446,1,0,1,8,0,1
stage1,17,209.95942146766467,3099.0512464492663,3102.360297844821,3042.0453535860693,3102.360297844821,3042.0453535860693,1,-0.0009609864500987542,1,0,1,7,0,1
stage1,18,209.95732187345,3102.360297844821,3110.268539171593,3042.0453535860693,3110.268539171593,3042.0453535860693,1,-0.002294194262039514,0,0,1,6,0,1
stage1,19,209.9552223002313,3110.268539171593,3103.253135883715,3042.0453535860693,3103.253135883715,3042.0453535860693,1,0.0020300057308787877,1,0,0,10,0,1
stage1,20,209.9531227480083,3103.253135883715,3089.8709174963415,3042.0453535860693,3089.8709174963415,3042.0453535860693,1,0.0038810873690477755,1,0,0,7,0,1
stage1,21,209.95102321678084,3089.8709174963415,3089.2286063649267,3042.0453535860693,3089.2286063649267,3042.0453535860693,1,0.0001870887275581405,0,0,0,11,0,1
stage1,22,209.94892370654867,3089.2286063649267,3039.6032954588763,3039.6032954588763,3039.6032954588763,3039.6032954588763,1,0.014457583269630436,2,0,1,4,0,1
stage1,23,209.94682421731162,3039.6032954588763,2995.2616900793278,2995.2616900793278,2995.2616900793278,2995.2616900793278,1,0.01312916224996034,0,0,1,10,0,1
stage1,24,209.94472474906945,2995.2616900793278,3039.05969201164,2995.2616900793278,3039.05969201164,2995.2616900793278,1,-0.013160186260064984,2,0,1,11,0,1
stage1,25,209.94262530182198,3039.05969201164,3039.05969201164,2995.2616900793278,3039.05969201164,2995.2616900793278,1,0.0,0,0,1,4,0,0
stage1,26,209.94052587556897,3039.05969201164,2940.384213995011,2940.384213995011,2940.384213995011,2940.384213995011,1,0.029222173703400176,2,0,0,7,0,1
stage1,27,209.93842647031022,2940.384213995011,2939.277824352748,2939.277824352748,2939.277824352748,2939.277824352748,1,0.0003386464507928112,0,0,1,7,0,1
stage1,28,209.93632708604554,2939.277824352748,2919.3498556514096,2919.3498556514096,2919.3498556514096,2919.3498556514096,1,0.006101897439774756,1,0,0,10,0,1
stage1,29,209.9342277227747,2919.3498556514096,202727.97277221768,2919.3498556514096,2919.3498556514096,2919.3498556514096,0,-13.644586384256138,2,0,1,9,0,1
stage1,30,209.9321283804975,2919.3498556514096,2919.3498556514096,2919.3498556514096,2919.3498556514096,2919.3498556514096,1,0.0,2,0,1,6,0,0
stage1,31,209.9300290592137,2919.3498556514096,102894.24970001803,2919.3498556514096,2919.3498556514096,2919.3498556514096,0,-6.844054731722975,2,0,0,7,0,1
stage1,32,209.9279297589231,2919.3498556514096,2912.223741568387,2912.223741568387,2912.223741568387,2912.223741568387,1,0.0021968941688522404,1,0,0,9,0,1
stage1,33,209.92583047962555,2912.223741568387,2912.223741568387,2912.223741568387,2912.223741568387,2912.223741568387,1,0.0,1,0,0,11,0,0
stage1,34,209.92373122132076,2912.223741568387,2912.223741568387,2912.223741568387,2912.223741568387,2912.223741568387,1,0.0,0,0,0,8,0,0
stage1,35,209.92163198400857,2912.223741568387,2918.568750493419,2912.223741568387,2918.568750493419,2912.223741568387,1,-0.001960875447520814,2,0,1,6,0,1
stage1,36,209.91953276768874,2918.568750493419,2913.006859333125,2912.223741568387,2913.006859333125,2912.223741568387,1,0.0017151221959114341,2,0,0,4,0,1
stage1,37,209.91743357236106,2913.006859333125,2913.006859333125,2912.223741568387,2913.006859333125,2912.223741568387,1,0.0,1,0,0,6,0,0
stage1,38,209.91533439802535,2913.006859333125,2910.229494157386,2910.229494157386,2910.229494157386,2910.229494157386,1,0.0008580922664690209,2,0,1,11,0,1
stage1,39,209.91323524468137,2910.229494157386,2910.0492570669194,2910.0492570669194,2910.0492570669194,2910.0492570669194,1,5.5739034239590956e-05,1,0,0,9,0,1
stage1,40,209.91113611232893,2910.0492570669194,2908.716434798356,2908.716434798356,2908.716434798356,2908.716434798356,1,0.0004122060954101832,1,0,0,7,0,1
stage1,41,209.90903700096783,2908.716434798356,2856.8918747417124,2856.8918747417124,2856.8918747417124,2856.8918747417124,1,0.016035287418525154,2,0,0,4,0,1
stage1,42,209.90693791059783,2856.8918747417124,2855.9720234488614,2855.9720234488614,2855.9720234488614,2855.9720234488614,1,0.00028977861251426536,1,0,0,11,0,1
stage1,43,209.90483884121875,2855.9720234488614,2851.1949460071223,2851.1949460071223,2851.1949460071223,2851.1949460071223,1,0.0015053962931938078,2,0,0,6,0,1
stage1,44,209.90273979283035,2851.1949460071223,2848.2631161366185,2848.2631161366185,2848.2631161366185,2848.2631161366185,1,0.0009254529884561894,2,0,0,7,0,1
stage1,45,209.90064076543243,2848.2631161366185,2847.4799983718804,2847.4799983718804,2847.4799983718804,2847.4799983718804,1,0.0002474511516408974,1,0,1,6,0,1
stage1,46,209.8985417590248,2847.4799983718804,2960.949873114361,2847.4799983718804,2847.4799983718804,2847.4799983718804,0,-0.035864303639226186,2,0,1,5,0,1
stage1,47,209.89644277360722,2847.4799983718804,2847.4799983718804,2847.4799983718804,2847.4799983718804,2847.4799983718804,1,0.0,2,0,0,6,0,0
stage1,48,209.8943438091795,2847.4799983718804,2847.4799983718804,2847.4799983718804,2847.4799983718804,2847.4799983718804,1,0.0,1,0,0,8,0,0
stage1,49,209.89224486574142,2847.4799983718804,2847.6825546260065,2847.4799983718804,2847.6825546260065,2847.4799983718804,1,-6.402174161637977e-05,2,0,1,4,0,1
stage1,50,209.89014594329277,2847.6825546260065,2855.06518334321,2847.4799983718804,2855.06518334321,2847.4799983718804,1,-0.0023332536959533245,0,0,1,4,0,1
stage1,51,209.88804704183335,2855.06518334321,2860.8841994429117,2847.4799983718804,2860.8841994429117,2847.4799983718804,1,-0.001834323965801436,1,0,1,10,0,1
stage1,52,209.88594816136293,2860.8841994429117,2865.1137698362118,2847.4799983718804,2865.1137698362118,2847.4799983718804,1,-0.0013305723296005057,2,0,1,6,0,1
stage1,53,209.88384930188133,2865.1137698362118,2772.6591560170205,2772.6591560170205,2772.6591560170205,2772.6591560170205,1,0.029042180912079087,2,0,1,10,0,1
stage1,54,209.88175046338833,2772.6591560170205,2770.7273881044935,2770.7273881044935,2770.7273881044935,2770.7273881044935,1,0.0006270482679060395,0,0,0,11,0,1
stage1,55,209.8796516458837,2770.7273881044935,2770.7273881044935,2770.7273881044935,2770.7273881044935,2770.7273881044935,1,0.0,1,0,1,8,0,0
stage1,56,209.87755284936728,2770.7273881044935,2767.9192805749035,2767.9192805749035,2767.9192805749035,2767.9192805749035,1,0.0009121419838997354,1,0,0,8,0,1
stage1,57,209.8754540738388,2767.9192805749035,102760.93916420845,2767.9192805749035,2767.9192805749035,2767.9192805749035,0,-7.224327005922459,1,0,0,12,0,1
stage1,58,209.87335531929807,2767.9192805749035,2767.9192805749035,2767.9192805749035,2767.9192805749035,2767.9192805749035,1,0.0,0,0,0,9,0,0
stage1,59,209.87125658574487,2767.9192805749035,2767.9192805749035,2767.9192805749035,2767.9192805749035,2767.9192805749035,1,0.0,2,0,0,5,0,0
stage1,60,209.86915787317903,2767.9192805749035,2764.7074451028607,2764.7074451028607,2764.7074451028607,2764.7074451028607,1,0.001044341121189829,0,0,1,10,0,1
stage1,61,209.86705918160033,2764.7074451028607,2762.758311855844,2762.758311855844,2762.758311855844,2762.758311855844,1,0.0006345047196303405,0,0,1,4,0,1
stage1,62,209.86496051100852,2762.758311855844,2761.284180388691,2761.284180388691,2761.284180388691,2761.284180388691,1,0.00048021512223656157,1,0,0,4,0,1
stage1,63,209.86286186140342,2761.284180388691,102744.40540622729,2761.284180388691,2761.284180388691,2761.284180388691,0,-7.238457758048916,2,0,0,11,0,1
stage1,64,209.86076323278482,2761.284180388691,2763.108814440156,2761.284180388691,2763.108814440156,2761.284180388691,1,-0.0005947126550688833,0,0,1,8,0,1
stage1,65,209.8586646251525,2763.108814440156,2762.0024247978936,2761.284180388691,2762.0024247978936,2761.284180388691,1,0.00036037331314364604,2,0,0,10,0,1
stage1,66,209.85656603850626,2762.0024247978936,2766.994058531251,2761.284180388691,2766.994058531251,2761.284180388691,1,-0.0016265265807471128,0,0,1,11,0,1
stage1,67,209.8544674728459,2766.994058531251,102763.67773326683,2761.284180388691,2766.994058531251,2761.284180388691,0,-7.2279340383964295,1,0,1,5,0,1
stage1,68,209.8523689281712,2766.994058531251,102768.54264077239,2761.284180388691,2766.994058531251,2761.284180388691,0,-7.229516411420146,1,0,1,11,0,1
stage1,69,209.8502704044819,2766.994058531251,2768.1004481735135,2761.284180388691,2768.1004481735135,2761.284180388691,1,-0.00035986729894344827,1,0,1,5,0,1
stage1,70,209.84817190177787,2768.1004481735135,2764.217129168834,2761.284180388691,2764.217129168834,2761.284180388691,1,0.0012625940314115235,0,0,0,5,0,1
stage1,71,209.84607342005887,2764.217129168834,2760.1897851754266,2760.1897851754266,2760.1897851754266,2760.1897851754266,1,0.0013112608108165245,2,0,0,9,0,1
stage1,72,209.84397495932467,2760.1897851754266,403053.52326312393,2760.1897851754266,2760.1897851754266,2760.1897851754266,0,-29.082969428407313,1,0,0,11,0,1
stage1,73,209.8418765195751,2760.1897851754266,2760.1897851754266,2760.1897851754266,2760.1897851754266,2760.1897851754266,1,0.0,2,0,0,4,0,0
stage1,74,209.83977810080992,2760.1897851754266,2760.1897851754266,2760.1897851754266,2760.1897851754266,2760.1897851754266,1,0.0,0,0,0,4,0,0
stage1,75,209.83767970302893,2760.1897851754266,2772.7630204798106,2760.1897851754266,2772.7630204798106,2760.1897851754266,1,-0.004099686128367607,2,0,1,12,0,1
stage1,76,209.8355813262319,2772.7630204798106,2766.709127021943,2760.1897851754266,2766.709127021943,2760.1897851754266,1,0.0019650089357935905,2,0,0,6,0,1
stage1,77,209.83348297041866,2766.709127021943,2768.4756370278506,2760.1897851754266,2768.4756370278506,2760.1897851754266,1,-0.0005746390141952152,0,0,1,10,0,1
stage1,78,209.83138463558896,2768.4756370278506,2739.7830704502126,2739.7830704502126,2739.7830704502126,2739.7830704502126,1,0.009327627657073151,0,0,0,7,0,1
stage1,79,209.82928632174261,2739.7830704502126,2738.138673489214,2738.138673489214,2738.138673489214,2738.138673489214,1,0.0005401731548971009,1,0,0,6,0,1
stage1,80,209.82718802887942,2738.138673489214,2737.238443712878,2737.238443712878,2737.238443712878,2737.238443712878,1,0.00029589691951936617,0,0,0,7,0,1
stage1,81,209.82508975699915,2737.238443712878,202988.2891818341,2737.238443712878,2737.238443712878,2737.238443712878,0,-14.697718258424755,2,0,1,12,0,1
stage1,82,209.8229915061016,2737.238443712878,102737.34116879423,2737.238443712878,2737.238443712878,2737.238443712878,0,-7.307620347168891,0,0,1,10,0,1
stage1,83,209.82089327618655,2737.238443712878,2736.5472602136974,2736.5472602136974,2736.5472602136974,2736.5472602136974,1,0.00022726012441165808,0,0,0,9,0,1
stage1,84,209.8187950672538,2736.5472602136974,2736.5472602136974,2736.5472602136974,2736.5472602136974,2736.5472602136974,1,0.0,0,0,1,4,0,0
stage1,85,209.81669687930315,2736.5472602136974,102989.0986432246,2736.5472602136974,2736.5472602136974,2736.5472602136974,0,-7.3924915437477114,1,0,1,11,0,1
stage1,86,209.81459871233437,2736.5472602136974,102738.2578878111,2736.5472602136974,2736.5472602136974,2736.5472602136974,0,-7.309994638558316,2,0,1,10,0,1
stage1,87,209.81250056634727,2736.5472602136974,102728.6960979993,2736.5472602136974,2736.5472602136974,2736.5472602136974,0,-7.3068499419708575,1,0,0,7,0,1
stage1,88,209.8104024413416,2736.5472602136974,2736.5472602136974,2736.5472602136974,2736.5472602136974,2736.5472602136974,1,0.0,1,0,1,5,0,1
stage1,89,209.8083043373172,2736.5472602136974,2733.6018782061315,2733.6018782061315,2733.6018782061315,2733.6018782061315,1,0.0009686819026843213,0,0,0,11,0,1
stage1,90,209.80620625427383,2733.6018782061315,2728.7464319945275,2728.7464319945275,2728.7464319945275,2728.7464319945275,1,0.0015985874260926517,2,0,0,5,0,1
stage1,91,209.8041081922113,2728.7464319945275,2733.4639305507726,2728.7464319945275,2733.4639305507726,2728.7464319945275,1,-0.0015559337616860404,1,0,1,5,0,1
stage1,92,209.80201015112937,2733.4639305507726,2733.4639305507726,2728.7464319945275,2733.4639305507726,2728.7464319945275,1,0.0,2,0,0,7,0,0
stage1,93,209.79991213102787,2733.4639305507726,2733.4639305507726,2728.7464319945275,2733.4639305507726,2728.7464319945275,1,0.0,2,0,1,7,0,0
stage1,94,209.79781413190656,2733.4639305507726,2733.4639305507726,2728.7464319945275,2733.4639305507726,2728.7464319945275,1,0.0,2,0,0,8,0,0
stage1,95,209.79571615376526,2733.4639305507726,102873.98885008162,2728.7464319945275,2733.4639305507726,2728.7464319945275,0,-7.363944152174482,1,0,1,10,0,1
stage1,96,209.79361819660372,2733.4639305507726,2733.4639305507726,2728.7464319945275,2733.4639305507726,2728.7464319945275,1,0.0,2,0,0,6,0,0
stage1,97,209.79152026042175,2733.4639305507726,102908.65235680951,2728.7464319945275,2733.4639305507726,2728.7464319945275,0,-7.375357200543779,2,0,0,10,0,1
stage1,98,209.78942234521915,2733.4639305507726,2733.188596667288,2728.7464319945275,2733.188596667288,2728.7464319945275,1,9.065438631420947e-05,1,0,1,9,0,1
stage1,99,209.7873244509957,2733.188596667288,2739.7870971043367,2728.7464319945275,2739.7870971043367,2728.7464319945275,1,-0.002172792027811424,0,0,1,8,0,1
stage1,100,209.7852265777512,2739.7870971043367,2735.951305659626,2728.7464319945275,2735.951305659626,2728.7464319945275,1,0.0012600294029737403,0,0,0,10,0,1
stage1,101,209.78312872548543,2735.951305659626,2735.951305659626,2728.7464319945275,2735.951305659626,2728.7464319945275,1,0.0,0,0,0,5,0,0
stage1,102,209.78103089419818,2735.951305659626,102729.67110731581,2728.7464319945275,2735.951305659626,2728.7464319945275,0,-7.308958111949851,2,0,1,6,0,1
stage1,103,209.77893308388926,2735.951305659626,2735.7190307554074,2728.7464319945275,2735.7190307554074,2728.7464319945275,1,7.640757836748683e-05,1,0,0,12,0,1
stage1,104,209.77683529455842,2735.7190307554074,102727.40127241498,2728.7464319945275,2735.7190307554074,2728.7464319945275,0,-7.308908275813826,0,0,1,12,0,1
